sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade
PD54150a,1325761,1.08,14350,2417,385445,44294,F,51,712,Pasteurellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA,101972,4798812
PD54150a,1325761,0.9,11933,10752,356018,40779,G,65,724,Haemophilus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,NA,120235,1041355
PD54150a,1325761,0.08,1123,1123,108651,12693,S,122,726,Haemophilus haemolyticus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_haemolyticus,106237,106237
PD54150a,1325761,0,30,27,18438,2179,S,122,727,Haemophilus influenzae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_influenzae,216914,223547
PD54150a,1325761,0,16,16,1550,70,S,122,730,[Haemophilus] ducreyi,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,[Haemophilus]_ducreyi,71709,71728
PD54150a,1325761,0,6,6,764,108,S,122,735,Haemophilus parahaemolyticus,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parahaemolyticus,59041,59041
PD54150a,1325761,0,4,4,3259,386,S,122,729,Haemophilus parainfluenzae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae,358506,373768
PD54150a,1325761,0,2,2,5491,654,S,122,712310,Haemophilus sp. oral taxon 036,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_sp._oral_taxon_036,24045,24045
PD54150a,1325761,0,39,0,1336,1000,O,35,2887326,Moraxellales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,NA,NA,NA,0,13033274
PD54150a,1325761,0,39,0,1336,1000,F,51,468,Moraxellaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,NA,NA,11531,13033274
PD54150a,1325761,0,38,37,1180,929,G,65,469,Acinetobacter,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,NA,2048343,10289327
PD54150a,1325761,0,1,1,11,11,S,122,2053287,Acinetobacter pseudolwoffii,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter_pseudolwoffii,41468,41468
PD54150a,1325761,0,1,0,98,47,G,65,475,Moraxella,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,NA,62157,1082118
PD54150a,1325761,0,1,1,57,37,S,122,34062,Moraxella osloensis,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella_osloensis,329173,329173
PD54150a,1325761,0,21,0,950,569,O,35,72274,Pseudomonadales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,NA,NA,NA,12950,64260950
PD54150a,1325761,0,21,1,924,559,F,51,135621,Pseudomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA,348277,61408160
PD54150a,1325761,0,20,20,843,529,G,65,286,Pseudomonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA,13696838,57049070
PD54150a,1325761,0,2,0,285,156,O,35,135614,Xanthomonadales,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,NA,NA,NA,35019,19805466
PD54150a,1325761,0,2,1,239,144,F,51,32033,Xanthomonadaceae,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA,225235,16481792
PD54150a,1325761,0,1,1,33,29,G,65,338,Xanthomonas,Bacteria,NA,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,NA,1136227,5649341
PD54150a,1325761,0.01,125,6,4724,3521,C,22,28216,Betaproteobacteria,Bacteria,NA,Pseudomonadota,Betaproteobacteria,NA,NA,NA,NA,189282,91046822
PD54150a,1325761,0,61,1,1847,1425,O,35,206351,Neisseriales,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,NA,NA,NA,8040,8263050
PD54150a,1325761,0,60,20,1766,1401,F,51,481,Neisseriaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,NA,NA,102761,4168014
PD54150a,1325761,0,32,20,1221,968,G,65,482,Neisseria,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,NA,297322,2217618
PD54150a,1325761,0,12,12,387,351,S,122,483,Neisseria cinerea,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria_cinerea,30908,30908
PD54150a,1325761,0,8,2,267,241,G,65,538,Eikenella,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,NA,14793,161798
PD54150a,1325761,0,6,6,204,186,S,122,539,Eikenella corrodens,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella,Eikenella_corrodens,102225,102225
PD54150a,1325761,0,58,6,2739,2018,O,35,80840,Burkholderiales,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,NA,NA,411736,73886291
PD54150a,1325761,0,49,9,2054,1701,F,51,119060,Burkholderiaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA,356497,34066895
PD54150a,1325761,0,40,23,1596,1442,G,65,48736,Ralstonia,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA,623198,2085426
PD54150a,1325761,0,13,13,748,691,S,122,329,Ralstonia pickettii,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_pickettii,137977,137977
PD54150a,1325761,0,4,4,89,84,S,122,105219,Ralstonia mannitolilytica,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_mannitolilytica,121688,121688
PD54150a,1325761,0,1,0,184,85,F,51,75682,Oxalobacteraceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA,54148,9380790
PD54150a,1325761,0,1,0,110,56,G,65,963,Herbaspirillum,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,NA,63846,1440409
PD54150a,1325761,0,1,1,53,47,S,122,863372,Herbaspirillum huttiense,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum_huttiense,229830,229830
PD54150a,1325761,0,1,1,194,80,F,51,80864,Comamonadaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA,288270,16542308
PD54150a,1325761,0,1,0,23,23,F,51,2975441,Sphaerotilaceae,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,NA,NA,12046,2180634
PD54150a,1325761,0,1,0,16,16,G,65,215579,Schlegelella,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Schlegelella,NA,0,91484
PD54150a,1325761,0,1,1,16,16,S,122,376175,Schlegelella aquatica,Bacteria,NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Schlegelella,Schlegelella_aquatica,91484,91484
PD54150a,1325761,0,6,1,2310,1106,C,22,28211,Alphaproteobacteria,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA,619487,151070704
PD54150a,1325761,0,2,0,101,52,O,35,204458,Caulobacterales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,NA,NA,NA,0,5475740
PD54150a,1325761,0,2,0,101,52,F,51,76892,Caulobacteraceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA,22698,5475740
PD54150a,1325761,0,2,2,56,36,G,65,41275,Brevundimonas,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA,282370,2436275
PD54150a,1325761,0,2,0,778,480,O,35,204455,Rhodobacterales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,NA,NA,NA,301412,22763671
PD54150a,1325761,0,2,0,506,380,F,51,31989,Paracoccaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,NA,NA,75120,9904995
PD54150a,1325761,0,2,1,358,297,G,65,265,Paracoccus,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,NA,263590,3614302
PD54150a,1325761,0,1,1,20,15,S,122,147645,Paracoccus yeei,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus_yeei,173630,173630
PD54150a,1325761,0,1,0,256,112,O,35,204457,Sphingomonadales,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,NA,NA,NA,148213,24568456
PD54150a,1325761,0,1,0,180,85,F,51,41297,Sphingomonadaceae,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA,385554,18431425
PD54150a,1325761,0,1,0,124,61,G,65,13687,Sphingomonas,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA,212826,7676311
PD54150a,1325761,0,1,1,7,7,S,122,13689,Sphingomonas paucimobilis,Bacteria,NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_paucimobilis,139263,139263
PD54150a,1325761,0.83,11013,0,257231,92465,P,14,32066,Fusobacteriota,Bacteria,NA,Fusobacteriota,NA,NA,NA,NA,NA,0,2463558
PD54150a,1325761,0.83,11013,0,257231,92465,C,22,203490,Fusobacteriia,Bacteria,NA,Fusobacteriota,Fusobacteriia,NA,NA,NA,NA,0,2463558
PD54150a,1325761,0.83,11013,99,257231,92465,O,35,203491,Fusobacteriales,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,NA,NA,NA,2503,2463558
PD54150a,1325761,0.82,10845,76,252824,89619,F,51,203492,Fusobacteriaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,667,1568882
PD54150a,1325761,0.81,10769,7652,252166,89508,G,65,848,Fusobacterium,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,182440,1397955
PD54150a,1325761,0.23,3092,3031,149486,53427,S,122,851,Fusobacterium nucleatum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,210633,374836
PD54150a,1325761,0,14,14,1623,776,S,122,1583098,Fusobacterium hwasookii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_hwasookii,45986,60401
PD54150a,1325761,0,7,7,1067,496,S,122,2663009,Fusobacterium pseudoperiodonticum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_pseudoperiodonticum,123554,123554
PD54150a,1325761,0,4,4,643,325,S,122,285729,Fusobacterium canifelinum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_canifelinum,34723,34723
PD54150a,1325761,0.01,69,0,2976,2485,F,51,1129771,Leptotrichiaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,1022,892173
PD54150a,1325761,0.01,69,38,2814,2413,G,65,32067,Leptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,83880,620999
PD54150a,1325761,0,24,24,937,839,S,122,157687,Leptotrichia wadei,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_wadei,96799,96799
PD54150a,1325761,0,4,4,212,113,S,122,109328,Leptotrichia trevisanii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_trevisanii,81014,81014
PD54150a,1325761,0,2,2,533,482,S,122,712357,Leptotrichia sp. oral taxon 212,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_212,62923,62923
PD54150a,1325761,0.15,2040,0,42801,34415,P,14,203691,Spirochaetota,Bacteria,NA,Spirochaetota,NA,NA,NA,NA,NA,0,7498961
PD54150a,1325761,0.15,2040,1,42801,34415,C,22,203692,Spirochaetia,Bacteria,NA,Spirochaetota,Spirochaetia,NA,NA,NA,NA,123,7498961
PD54150a,1325761,0.15,2039,3,42653,34361,O,35,136,Spirochaetales,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,NA,NA,NA,846,4789999
PD54150a,1325761,0.15,2036,3,42467,34287,F,51,2845253,Treponemataceae,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,NA,NA,119,2359721
PD54150a,1325761,0.15,2033,1845,42430,34272,G,65,157,Treponema,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,NA,337023,2257557
PD54150a,1325761,0.01,158,155,10659,8491,S,122,158,Treponema denticola,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_denticola,285237,309886
PD54150a,1325761,0,5,5,396,353,S,122,2563662,Treponema sp. OMZ 906,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_906,14517,14517
PD54150a,1325761,0,2,2,288,263,S,122,120682,Treponema sp. OMZ 803,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_803,13788,13788
PD54150a,1325761,0,1,1,59,51,S,122,1643513,Treponema sp. OMZ 857,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_sp._OMZ_857,22195,22195
PD54150a,1325761,0,7,7,534,448,S,122,69710,Treponema vincentii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_vincentii,142424,142424
PD54150a,1325761,0,3,0,461,430,S,122,53419,Treponema socranskii,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_socranskii,0,104389
PD54150a,1325761,0,3,3,192,114,S,122,221027,Treponema putidum,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_putidum,80214,80214
PD54150a,1325761,0.01,131,83,4229,3558,P,14,95818,Candidatus Saccharibacteria,Bacteria,NA,Candidatus_Saccharibacteria,NA,NA,NA,NA,NA,13833,194049
PD54150a,1325761,0,48,1,2449,2060,C,22,2093818,Candidatus Saccharimonadia,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,NA,NA,NA,NA,16,135037
PD54150a,1325761,0,47,0,2443,2056,O,35,2093819,Candidatus Nanosynbacterales,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,NA,NA,NA,0,101721
PD54150a,1325761,0,47,0,2443,2056,F,51,2093822,Candidatus Nanosynbacteraceae,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,NA,NA,0,101721
PD54150a,1325761,0,47,1,2443,2056,G,65,2093823,Candidatus Nanosynbacter,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,Candidatus_Nanosynbacter,NA,1210,101721
PD54150a,1325761,0,46,46,2350,2004,S,122,2899133,Candidatus Nanosynbacter sp. HMT-352,Bacteria,NA,Candidatus_Saccharibacteria,Candidatus_Saccharimonadia,Candidatus_Nanosynbacterales,Candidatus_Nanosynbacteraceae,Candidatus_Nanosynbacter,Candidatus_Nanosynbacter_sp._HMT-352,56972,56972
PD54150a,1325761,0.01,99,0,5965,4431,P,14,29547,Campylobacterota,Bacteria,NA,Campylobacterota,NA,NA,NA,NA,NA,24,11308472
PD54150a,1325761,0.01,99,1,5942,4429,C,22,3031852,Epsilonproteobacteria,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,NA,NA,NA,NA,2247,11256957
PD54150a,1325761,0.01,98,0,5858,4400,O,35,213849,Campylobacterales,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,NA,NA,NA,15516,10742083
PD54150a,1325761,0.01,98,0,5280,4200,F,51,72294,Campylobacteraceae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,NA,NA,0,3619093
PD54150a,1325761,0.01,98,25,5280,4200,G,65,194,Campylobacter,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA,264920,3619093
PD54150a,1325761,0,63,63,2968,2685,S,122,199,Campylobacter concisus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_concisus,398252,417515
PD54150a,1325761,0,7,7,700,614,S,122,204,Campylobacter showae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_showae,104939,104939
PD54150a,1325761,0,3,3,551,187,S,122,203,Campylobacter rectus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_rectus,65918,65918
PD54150a,1325761,0.15,2046,0,89682,38861,D,3,2759,Eukaryota,Eukaryota,NA,NA,NA,NA,NA,NA,NA,345208,1634756054
PD54150a,1325761,0.15,2019,0,53755,15317,K,4,33208,Metazoa,Eukaryota,Metazoa,NA,NA,NA,NA,NA,NA,0,84471519
PD54150a,1325761,0.15,2019,0,53755,15317,P,14,7711,Chordata,Eukaryota,Metazoa,Chordata,NA,NA,NA,NA,NA,0,84471519
PD54150a,1325761,0.15,2019,0,53755,15317,C,22,40674,Mammalia,Eukaryota,Metazoa,Chordata,Mammalia,NA,NA,NA,NA,0,84471519
PD54150a,1325761,0.15,2019,0,53755,15317,O,35,9443,Primates,Eukaryota,Metazoa,Chordata,Mammalia,Primates,NA,NA,NA,0,84471519
PD54150a,1325761,0.15,2019,0,53755,15317,F,51,9604,Hominidae,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,NA,NA,0,84471519
PD54150a,1325761,0.15,2019,0,53755,15317,G,65,9605,Homo,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,NA,0,84471519
PD54150a,1325761,0.15,2019,2019,53755,15317,S,122,9606,Homo sapiens,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo_sapiens,84471519,84471519
PD54150a,1325761,0,12,0,804,514,K,4,4751,Fungi,Eukaryota,Fungi,NA,NA,NA,NA,NA,NA,29,63676059
PD54150a,1325761,0,7,0,203,157,P,14,5204,Basidiomycota,Eukaryota,Fungi,Basidiomycota,NA,NA,NA,NA,NA,245,11657826
PD54150a,1325761,0,7,0,137,124,C,22,1538075,Malasseziomycetes,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,NA,NA,NA,NA,0,240128
PD54150a,1325761,0,7,0,137,124,O,35,162474,Malasseziales,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,NA,NA,NA,0,240128
PD54150a,1325761,0,7,0,137,124,F,51,742845,Malasseziaceae,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,NA,NA,0,240128
PD54150a,1325761,0,7,0,137,124,G,65,55193,Malassezia,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,NA,0,240128
PD54150a,1325761,0,7,7,137,124,S,122,76775,Malassezia restricta,Eukaryota,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta,240128,240128
PD54150a,1325761,0,5,0,598,356,P,14,4890,Ascomycota,Eukaryota,Fungi,Ascomycota,NA,NA,NA,NA,NA,232,51724095
PD54150a,1325761,0,5,0,283,217,C,22,4891,Saccharomycetes,Eukaryota,Fungi,Ascomycota,Saccharomycetes,NA,NA,NA,NA,0,11995621
PD54150a,1325761,0,5,0,283,217,O,35,4892,Saccharomycetales,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA,7575,11995621
PD54150a,1325761,0,4,0,158,127,F,51,766764,Debaryomycetaceae,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,NA,NA,837,2069773
PD54150a,1325761,0,4,0,151,121,G,65,5475,Candida,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,NA,27765,1192678
PD54150a,1325761,0,4,0,110,105,S,122,273371,Candida orthopsilosis,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida_orthopsilosis,0,403440
PD54150a,1325761,0,1,0,76,67,F,51,4893,Saccharomycetaceae,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA,14118,6811147
PD54150a,1325761,0,1,0,28,22,G,65,4930,Saccharomyces,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,NA,31046,1047693
PD54150a,1325761,0,1,0,15,15,S,122,4932,Saccharomyces cerevisiae,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces_cerevisiae,0,330972
PD54150a,1325761,0,15,0,33191,21914,K,4,33090,Viridiplantae,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA,3752,1463132471
PD54150a,1325761,0,15,0,33162,21906,P,14,35493,Streptophyta,Eukaryota,Viridiplantae,Streptophyta,NA,NA,NA,NA,NA,0,1458684332
PD54150a,1325761,0,15,0,32825,21672,C,22,3398,Magnoliopsida,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,NA,NA,NA,NA,50710,1449275803
PD54150a,1325761,0,10,0,2426,1662,O,35,4209,Asterales,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,NA,NA,NA,0,91275508
PD54150a,1325761,0,10,0,2426,1662,F,51,4210,Asteraceae,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,NA,NA,126327,91275508
PD54150a,1325761,0,10,0,1048,747,G,65,4235,Lactuca,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,NA,0,36723360
PD54150a,1325761,0,10,10,1048,747,S,122,4236,Lactuca sativa,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,Lactuca_sativa,36723360,36723360
PD54150a,1325761,0,2,0,3807,2299,O,35,38820,Poales,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,NA,NA,NA,9845,369937706
PD54150a,1325761,0,2,0,3636,2177,F,51,4479,Poaceae,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,NA,NA,332151,361914471
PD54150a,1325761,0,2,0,200,71,D,3,10239,Viruses,Viruses,NA,NA,NA,NA,NA,NA,NA,614,9918254
PD54150a,1325761,0,2,0,136,41,K,4,2731360,Heunggongvirae,Viruses,Heunggongvirae,NA,NA,NA,NA,NA,NA,2,6440195
PD54150a,1325761,0,2,0,134,39,P,14,2731618,Uroviricota,Viruses,Heunggongvirae,Uroviricota,NA,NA,NA,NA,NA,0,5960456
PD54150a,1325761,0,2,0,134,39,C,22,2731619,Caudoviricetes,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,NA,NA,NA,NA,41862,5960456
PD54150a,1325761,0,2,2,17,9,G,65,1982251,Pahexavirus,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,NA,NA,Pahexavirus,NA,8035,20365
PD54164a,369998,81.75,302484,302484,0,0,U,1,0,unclassified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PD54164a,369998,18.25,67514,24,1363000,392328,R,1,1,root,NA,NA,NA,NA,NA,NA,NA,NA,478539,2800349531
PD54164a,369998,17.51,64800,1563,1299610,371551,D,3,2,Bacteria,Bacteria,NA,NA,NA,NA,NA,NA,NA,2536882,1119889888
PD54164a,369998,11.73,43411,225,850343,102042,P,11,976,Bacteroidota,Bacteria,NA,Bacteroidota,NA,NA,NA,NA,NA,145977,101476112
PD54164a,369998,11.64,43069,6,843798,97454,C,18,200643,Bacteroidia,Bacteria,NA,Bacteroidota,Bacteroidia,NA,NA,NA,NA,1251,16685815
PD54164a,369998,11.64,43063,944,843714,97436,O,28,171549,Bacteroidales,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA,214337,15702740
PD54164a,369998,11.37,42076,497,832506,94688,F,39,171552,Prevotellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA,10766,3974501
PD54164a,369998,11.24,41574,17360,825300,93922,G,54,838,Prevotella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,177182,3569112
PD54164a,369998,6.34,23465,23465,583677,60306,S,105,28129,Prevotella denticola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_denticola,148514,148552
PD54164a,369998,0.08,314,314,7952,1307,S,105,1177574,Prevotella jejuni,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_jejuni,172242,172242
